Kat	Wes	GOLD	Subtype	Perturbation	N1	Sentence Raw Text
J	N/A		J	0	eye	you ca n't tame a wild thing no matter how hard you try she 'll fight you-she 'll scratch you till it 's both eye to eye relentlessness-no compassion no tears-not a sob-or crying no sound could be heard emotions were forbidden
J	N/A		J	0	eye	My brother and I have strong differences of opinion on many things , but when it comes to the nature of the one true Church and certain moral issues like abortion , we see eye to eye as defenders of the truth .
J	N/A		J	0	eye	We were n't seeing eye to eye on a couple of things .
J	N/A		J	0	eye	But then again , the NRC and MSNBC do n't see eye to eye on a lot when it comes to quakes and nukes .
J	N/A		J	0	eye	With some effort , I managed to stand upright and finally confronted my abductors eye to eye .
J	N/A		J	0	eye	People do not see eye to eye and you can not make them no matter what you offer , if you do n't know this yet you will learn it as you get older .
J	N/A		J	0	eye	sometimes we just do n't see eye to eye , so just turn a blind eye .
J	N/A		J	0	eye	The last time you walked down an isle at your favorite grocery store , those items that met you straight on , eye to eye are charged accordingly .
J	J		J	0	eye	They 're an odd couple and they do n't always see eye to eye .
J	N/A		J	0	eye	( I myself am an example ; for most of my life I was a highly-awkward , culturally inept introvert with , like you , a totally weird perspective on life and the world who seemed never to see eye to eye with others , and who would never countenance public speaking , much less socializing with strangers . 
J	N/A		J	0	eye	It 's unfortunate for the people who regard themselves as life-long centrist , family value conservatives but who do n't see eye to eye with the Tea Party far right agenda .
J	N/A		J	0	eye	I have a wonderful husband and even though we may not see eye to eye , , being with him is more satisfying than reading selling this book ..
J	N/A		J	0	eye	Although we have n't seen eye to eye in earlier periods , the more I get to know you , the more I respect and admire you .
J	N/A		J	0	eye	said a lot of folks do n't want to say they are not going to vote for Barack Obama but they are disappointed in his lack of policies to improve our schools , disappointed in urban policy , disappointed in disagree on some issues like Obamacare , a lot of issues we see eye to eye . 
J	N/A		J	0	eye	We 're just not going to see eye to eye .
J	N/A		J	0	eye	It was black and box-like , with two white circles on each reason Weasley was being so cheery toward him , the two department heads never really saw eye to eye , and the older wizard wished fervently that Arthur would get to the point . 
J	N/A		J	0	eye	Of course , she 's pushed to deeper extremes than I 've ever been forced to go to , but I always felt we would see eye to eye .
J	N/A		J	0	eye	You could add to your list that the purchasers did n't see eye to eye with the original founders after they took over -- or that the purchasers pushed out the founders after deciding they did n't need them or want them involved .
J	N/A		J	0	eye	I do n't really see eye to eye with that .
J	N/A		J	0	eye	It wo n't be easy , and you may never see eye to eye , but remember Who loves and Parents you both , let God continue to teach you about yourself through your precious little girl her all the more for the light she shines on your own character , and the iron sharpening that she brings .
J	N/A		J	0	eye	With all the hard work those souls will fall into sink once more and see eye to eye .
J	N/A		J	0	eye	Yet also believing a previous problem can be turned into an exciting example to creationists , Christians , and the scientific world how faith in the accuracy of the Bible and study of what data there is can place creation theory in the forefront and eye to eye with the truth of origins with anybody .
J	N/A		J	0	eye	I try to look at people on the same level , eye to eye .
J	N/A		J	0	eye	You must look at these people on the same level , eye to eye .
J	N/A		J	0	eye	Oh , and allow me to give you a heartfelt farewell , zuzu , I know we do n't always see eye to eye , but I credit you with giving me the kind of advice I needed to become a ( somewhat ) valued contributor around here .
J	N/A		J	0	eye	We should appeal to the moral sense of the people who do not see eye to eye with us .
J	N/A		J	0	eye	It seems you and I see eye to eye on a lot of things .
J	N/A		J	0	eye	It is amazing on how many grounds people can agree on , and in my opinion , politics in a broad sense of the word divides people who otherwise would see eye to eye over a cup of coffee .
J	N/A		J	0	eye	But he has always loved us unconditionally , even when we have n't seen eye to eye .
J	N/A		J	0	eye	He told me how he never really saw eye to eye with him .
J	N/A		J	0	eye	qualify , and you want to improve the level of play : see progress in passing , in movement of the ball , creating more chances , the backline pushing up higher , learning how to high pressure teams , and we want to start to play with bigger teams more on an eye to eye level .
J	N/A		J	0	eye	My son and I do n't see eye to eye on a lot of issues and it does n't help that his father is n't a real father figure , so I am always the bad guy .
J	N/A		J	0	eye	Just because you do n't see eye to eye with them does n't mean they are n't valid .
J	N/A		J	0	eye	not see to eye to eye with the Obama administration on a range of issues -- not least the lack of transparency over the drone programme .
J	N/A		J	0	eye	to see someone would can get the economy going so I expect to get the African American votes , and at the end of my speech having a standing ovation was generous and hospitable and I believe we disagree on some issues like ' Obamacare ' on a lot of issues people see eye to eye , they want someone getting the no inroads with the African American electorate .
J	N/A		J	0	eye	Show does not appear happy to be facing a man who he can see eye to eye without kneeling .
J	N/A		J	0	eye	Jane Hamsher , Atrios , Kos , and I all see eye to eye .
J	N/A		J	0	eye	sadly it might not be an opportune time to have a woman in the oval office ( or as Secretary of Sate ) ; in order to deal with Middle East male counterparts that truly believe she should be cleaning their toe nails or kissing their feet ; and certainly not looking them eye to eye and determining the fate of the world !
J	N/A		J	0	eye	So in retaliation I retorted with my own story inflate the import of my ancestor and his offspring in order to meet this boy eye to eye .
J	N/A		J	0	eye	I 'm in love with a guy that is a Jehovah 's witness and I , myself am a Protestant Christian and can never see eye to eye with my boyfriend when it comes to religion .
J	N/A		J	0	eye	I do n't always see eye to eye with you but it would be disappointing as I do care about the people here with all their diverse opinions and passion for their characters .
J	N/A		J	0	eye	We see eye to eye o a lot of issues .
J	N/A		J	0	eye	Very few owners can guarantee that the dog no mattere what will not go after game if they meet it eye to eye .....
J	J		J	0	eye	The Squad Captain and the Captain in charge of House 1 did n't see eye to eye .
J	N/A		J	0	eye	America is weaker , more polarized and has more enemies ( everyone who challenges or does n't see eye to eye with this president finds themselves labeled as enemies ) than of himself and so very arrogant .
J	N/A		J	0	eye	We find ourselves irresistibly drawn into a distinctly anthropomorphic tte tte , suddenly able to see eye to eye with a curiously kindred species whose behavior is not unlike our own .
J	N/A		J	0	eye	I 've always thought you were smart even though I do n't always see eye to eye .
J	N/A		J	0	eye	I squatted to look at him eye to eye .
J	N/A		J	0	eye	I had been watching him closely -- the way his mouth flashed into a smile at regular intervals , the way he watched the women , carefully , knowingly , eye to eye , the way , though I could n't hear his words , he worked them as he the head of a library or a school 
J	N/A		J	0	eye	Eye to eye with him , the woman surveyed his seated stature .
J	N/A		J	0	eye	But he was sitting , and we were eye to eye .
J	N/A		J	0	eye	Storm gently disarms him , and the two men are for a moment frozen eye to eye .
J	N/A		J	0	eye	The only place where Margo and I were eye to eye was in the water .
J	N/A		J	0	eye	We shared a moment then , fraught and time-filled , pointed as a stick : his feet slipped fingers went tat-tat-tat on his blotter , and there were , in the eye to eye we had , about ten thousand things to think about .
