Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation.1	N1	Sentence Raw Text
I	4	J	B	I	I	0	edge	"Strong to edge and front to back when skied just below race levels , "" said Chris Meyer ."
I	4	J	I	I	I	0	edge	Quick to edge and super for learning to bump .
F	4	F	F		F	0	editorial	If I 'm not mistaken , the Wall Street Journal ran to editorial of the -- you ca n't call it a small favor or news allied .
F	4	F	F		F	0	education	The inclusion of the arts as one of the basic subjects in the national education goals added considerable visibility to the importance of arts to education generally and to the relevance of arts education to the economy of the next century .
F	4	J	F	F	F	0	eight	He 's seen LPSO pairs matched to eight .
J	4	J	J		J	0	elbow	what Leo assumed would be the kitchen , back behind that mossy-looking door , was too cramped for more than two cooks or three at the very most , who would be to elbow , knife handles knocking over each other 's prep dishes .
I	4	I	I		I	0	election	So far , I do n't see the Dept. of Justice actually being able to do the job , to election , with so many different enacted states laws and changes that occur right before elections .
I	4	I	I		I	0	election	Then it 's a match of two people , their ideas and their ability to articulate them to election and place to place .
I	4	I	I		I	0	election	I 've said it often as many have here , until we get honest reporting , this bull hockey is going to continue , to election .
J	4	F	J	J	J	0	element	to element . Damp and sticky with marsh water , the girls held their hands up to the fire to warm .
F	4	F	F		F	0	emissions	This makes it difficult to compare the effects of local to emissions like greenhouse Freelancers : How to Deal With Insecurities
I	4	F	I	I	I	0	empire	Occasionally Europeans will invoke Hamilton or Jefferson in discussing the power of the states in effecting E.U. policy , but the the E.U. and U.S. in a comparative sense , it is important to remember : to empire and development stage to development stage .
I	4	I	I		I	0	employer	In a nearly $14 trillion economy , economists ca n't go to employer counting new hires .
I	4	F	B	I	I	0	end	Only an to end system can justify the result or expose the errors .
I	4	J	B	I	I	0	end	He navigated the lair to end , doorway to doorway , testing himself , feeling his way through his weak ness .
J	4	J	J		J	0	end	Jesus , the arch-enemies , offset , to end , nether to nether , like a what ?
I	4	J	B	I?	I	0	end	But I used to go with this girl , and she and me we 've done it in every to the Plaza , to end and everything in between .
J	4	J	J		J	0	end	She carried the plate to the table , which was actually two tables placed to end , covered with a pair of red and green tablecloths .
I	4	J	B	I	I	0	end	Pieces had been removed , probably for firewood , leaving only a thin strip running to end , attached with bolts to the floor . 
I	4	J	B	I	I	0	end	No one has asked give me a strategy to deal with this problem that 's to end that touches all elements of our society , not only national security or commercial , economic interests , or the banking system , an end-to-end strategy .
I	4	J	B	I	I	0	end	To be honest , the solution to this problem is not legal ( make better laws that forbid such snooping ) , but providing proper to end encryption ( meaning , store the emails themselves encrypted ) so such snooping simply can not happen again .
J	4	J	J		J	0	end	The modules can be placed side by side , to end or stacked atop each other depending .
J	4	J	J		J	0	end	Empty gasoline drums , laid to end and welded , provided culverts for roads and drainage . 
I	4	J	B	I	I	0	end	The first person to walk the trail to end was Jim Staudacher , a student then , in 1979 .
J	4	J	J		J	0	end	The lines were laid out to end and left in the same place during the entire season .
J	4	J	J		J	0	end	There is no way of knowing exactly what the aqueducts across the Xiquila tributaries looked like , but they were probably nothing more than split and hollowed-out logs connected to end and supported by some type of wooden trestle ( Bribiesca Castrejon 1958 , 71 ) .
J	4	J	J		J	0	end	If we continue to string together hundreds or thousands of these sugar molecules , to end , connected with chemical bonds , we can get cotton - or even a redwood tree . 
I	4	J	B	I	I	0	end	To standardize the counting , ovaries were scanned to end and positions of antral follicles were drawn on ovarian map .
J	4	J	J		J	0	engine	They had to engine fire issues . 
J	4	J	J		J	0	engine	The high-bypass engine features a fan at its front that is made much larger than in older jets so air is pulled around the to engine housing is larger , and the engine is attached closer to the wing than on many smaller jets .
F	4	J	F	F	F	0	environment	Migrating waterfowl visibly link to environment across national and local boundaries .
I	4	I	I		I	0	episode	to episode , season to season , series to series , Star Trek is one of the priciest shows I 've ever seen on DVD.
I	4	I	I		I	0	episode	But over the course of each season -- and sometimes to episode -- that map changes , clueing viewers in to new locations and upcoming plot twists .
I	4	I	I		I	0	episode	 ? on Flux  , though no real time is indicated , and the setup itself seems to change to episode .
J	4	J	J		J	0	epub	If the book is currently an epub just do an to epub conversion .
I	4	I	I		I	0	event	He 's been a tireless advocate for the President out , to event .
F	4	F	F		F	0	everybody	"services "" that may someday connect to everybody else -- like the phone system does today , but without those constricting telephone wires ."
F	4	F	F		F	0	everybody	"John Zeglis , CEO of AT &T; Wireless , says , "" Before this , everybody could recite the elevator speech about how we connected to everybody else ."
F	4	F	F		F	0	everyone	He introduced himself and then to everyone .
F	4	J	F	F	F	0	everyone	This reality of the relatedness of to everyone else and to the cosmic order further implies that black Africa , in principle and in fact , rejects the Cartesian cogito ergo sum in favor of cognatus sum , ergo summus ( I am known , therefore Bujo , the slogan cognatus sum , ergo summus enshrines the conviction
F	4	F	F		F	0	everything	" Indeed ,  he said , "" it is coincidence that connects to everything else . "" "
F	4	F	F		F	0	everything	Oh , shut up . * Ms. TOMLIN : There 's some kind of cosmic crazy-glue connecting to everything .
F	4	F	F		F	0	evidence	Let me ask you on the evidence situation and let 's say that I agree with you that maybe the trial judge was in error with respect to just limiting the to evidence of guilt .
F	4	F	F		F	0	exceptions	We do n't want to be seen as to exceptions - there are a lot of disabled people out there doing really great things . 
J	4	J			J	0	eye	Rappers and their A &R's; have n't always seen to eye .
J	4	J	J		J	0	eye	There are many things that I do n't see to eye with my grandmother , yet there is no better role model than her when it comes to her principles regarding women 's independence .
J	4	J			J	0	eye	emcee with ovaries Got a bite on the mic like the likes of ol ' Lauryn Hip-hop , score got ta settle it 's the flip flop Back to when cats rolled Lexus like wrist watch Elbow out the door , bumpin ' Nas ' til the speaks pop Could n't see me to eye , keep pumpin ' your Reeboks Rattle rear views , clear view , I do n't fear you or you You keep an ear to the streets , too , to hear true I been in the another baby of the 80 's Katy Perry , I grew up on
J	4	J			J	0	eye	We will never see to eye on this so I guess our votes will just have to cancel out .
J	4	J			J	0	eye	In 2009 , the two did n't really see to eye during MSR .
J	4	J			J	0	eye	Instead , I just get sad and we agree not to talk politics , most of the time , and acknowledge that we will *not* see to eye on the subject .
J	4	J			J	0	eye	We all are such dynamic people , with fully formed views on both pervasive and granular issues that a chasm could potentially exist with respect to any issue , even if we believe that we 're to eye in principle .
J	4	J			J	0	eye	The Tyrese of the comic is a powerful friend and ally of Rick 's , even though they do n't always see to eye -- sometimes with painful results .
J	4	J			J	0	eye	I see to eye with a lot of your comments here , though I have to admit I 'm no longer very good at remembering a film 's aspect ratio , if I ever was .
J	4	J			J	0	eye	As with so many young men , Tavian often failed to see to eye with his father .
J	4	J			J	0	eye	To be sure , the great figures of the deformation of Catholic theology -- Rahner , de Lubac , Congar , Schillebeeckx , etc. -- did n't see to eye on everything .
J	4	J			J	0	eye	But a lot of people , especially colleges students , who are still unsure of themselves and their surrounds , wo n't see to eye with guys like us .
J	4	J			J	0	eye	Kym and I do n't see to eye on many issues , but I am always grateful when she posts about things like this .
J	4	J			J	0	eye	The school will have another dance and it will be for free , but it still When the exciting invitation came through to jet across the world like diamonds in the sky -- to eye , no less -- with Rihanna on her mile-high 777
