Orig Label	Perturbation	Subtype	Orig Label.1	Perturbation.1	True NPN	N1	Sentence Raw Text
Y	2	B	Y	0	N	ground	"They recalled with fury , for example , that after Iranian-backed terrorists had tried to assassinate the Emir , "" Iraq had blasted Iran with everything they had - to ground ground missiles , the works . "" Iran had retaliated , causing 1,500 civilian casualties , but Kuwait would not write off its debt , or end the border dispute , or stop stealing oil . "" I realized then that the situation was really very serious , "" the King"
Y	2	I	Y	0	N	group	And to apologize is not really the same thing as to dispel that belief that exists that there may be a genocidal agenda going forward as long as we are still looking to group group @!SLEEPER
Y	2	B	Y	0	N	guardrail	"In others , it could be to guardrail guardrail . "" For more information about the U.S. Highway 321 widening project , contact Division 11 Resident Engineer Doug Eller at 828-964-3260 or visit ."
N	2	F	N	0	N	guinea	A man who devotes himself to this pursuit , body and soul , can scarcely fail to become rich . earn ; add to guinea guinea ; scrape and save ; and the pile of gold will gradually rise .
Y	2	J	Y	0	N	gun	Whatever ... you were not yet mythic , and he thought he could face you like that -- to gun gun .
Y	2	J	Y	0	N	gunnel	Half of the anglers in town were already on the water at sunrise , either flailing the river shoulder-toshoulder along the bank or backtrolling their boats through the deep , slick runs , hulls stacked to gunnel gunnel like a pontoon bridge cut adrift .
Y	2	J	Y	0	N	guy	To be frank , it was as if I was n't even there with them , or , ironically , I was the one who had disappeared ; they wanted to talk only to each other , to guy guy . #
Y	2	J	Y	0	N	guy	to guy guy , okay ?
Y	2	J	Y	0	N	guy	Let me ask you a question , to guy guy .
Y	2	I	Y	0	N	gym	You bounce around to gym gym .
Y	2	J	Y	0	N	hag	I really wish I had on a horrible dress so I could talk to you to hag hag .
Y	2	J	Y	0	N	ham	"The technology of the ' 90s goes beyond just talking to ham ham , "" Heil said ."
Y	2	J	Y	0	N	hand	"In the Soviet Union , people used "" samizdat "" to secretly publish and disseminate banned texts to hand hand , all the while fearing discovery by the KGB . "" I admit SOPA has flaws ... "" After reading the original post , this sounds like saying "" I admit the Chinese censors are a bit too harsh ... "" "" Have you considered that maybe one of the"
Y	2		Y	0	N	hand	Charge them braveheart style and engage in to hand hand combat ?
Y	2		Y	0	N	hand	"earlier seasons were more often than not transparent standins for real teen issues , and secondly because a lot of growing up for most people is realizing that your teen issues were relatively trivial , which has trouble working when your teen issues included "" the apocalypse is coming , fight it in to hand hand combat . "" Based on this blog post I 'm probably going to have to go watch all of the , and they sound like they are at least as interesting ."
Y	2	J	Y	0	N	hand	"a lot of growing up for most people is realizing that your teen issues were relatively trivial , which has trouble working when your teen issues included "" the apocalypse is coming , fight it in to hand hand combat . """
Y	2		Y	0	N	hand	My buddy does n't know at all how Superman defeats these guys eventually but he did say that Superman in this film gets hurt a lot more easily than Routh 's pre-crisis Superman ... the military can hurt him too but Faora pretty much nearly kills him in to hand hand .
Y	2		Y	0	N	hand	The data center probably looks like the inside of Das Boot right now , with screaming techies madly filling racks with half-built computers , while ethernet cables are passed to hand hand .
Y	2		Y	0	N	hand	7 in to hand hand .
Y	2		Y	0	N	hand	I think it 's kind of lame that if a Yamanaka takes over a persons body that they are basically reduced to using basic weapons and to hand hand , I mean if that 's the case way use mind body switch at all , I mean I know it 's meant mostly to by a spying jutsu , but come on , the Uchiha get all these unfair advantages and you 're telling me unfair going to them
Y	2	J	Y	0	N	hand	While this is ultimately a matter of opinion , the to hand hand fighting has been a constant point of criticism in Christopher Nolan 's trilogy ( notably the Hong Kong fight scenes ) , but here the technical fighting and fluidity of motion Batman uses against criminals is of a much higher caliber than the previous installments .
Y	2		Y	0	N	hand	As well as his expertise in to hand hand combat , Mazzaglia claimed to have performed in 17 theater productions between 2000 and of Richie Valens in a July performance of ' The Buddy Holly Story , ' at Seacoast Repertory Theatre .
Y	2		Y	0	N	hand	Such knives have to be extremely sharp and strong to survive to hand hand combat .
Y	2		Y	0	N	hand	"to hand hand combat is NOT an option with someone who is obviously jacked up . "" Having read a number of comments to Yahoo !"
Y	2	J	Y	0	N	hand	ELSEWHERE IN THE JUNGLE -- CRIES AND CONFUSION , SPANIARDS and CANNIBALS moving in to hand hand combat .
Y	2		Y	0	N	hand	"What I am about to tell you is bad news , "" he had prefaced , and she could remember only fragments after that . "" David ... explosives ... to hand hand ... attack ... Nachman 's . "" Perhaps he had spoken a blessing after that ."
Y	2		Y	0	N	hand	They CLASH in to hand hand , as --BENEDICT raises his knife , poised to throw -- until DANNY TACKLES him .
Y	2	J	Y	0	N	hand	Lieutenant Colonel Pasternak has a sealed letter that my father sent and deliver it to him , to hand hand .
Y	2		Y	0	N	hand	The fight goes to hand hand and Worf sees that they do n't have a chance ... # WORF # ( throwing off a Borg ) Fall back !
Y	2	J	Y	0	N	hand	Napoleon went to hand hand with Richard Petty .
Y	2		Y	0	N	hand	And so we will be passed to hand hand , like a bucket in a brigade , until we get to our families .
Y	2		Y	0	N	hand	Batman and Dick 476 take on the frogmen , to hand hand . 477 EXT .
Y	2		Y	0	N	hand	They passed the wallet around , to hand hand .
Y	2		Y	0	N	hand	INT break into pairs and practice to hand hand combat . # NEWHOUSE # Pair up on the mats , I 'll blow the whistle to start .
Y	2		Y	0	N	hand	A SAVAGE to hand hand fight .
Y	2		Y	0	N	hand	Delmar attacks , fighting Murphy to hand hand .
Y	2		Y	0	N	hand	He slams the machinegun into Rackin 's fighting to hand hand .
Y	2		Y	0	N	hand	"At family gatherings the photo was passed to hand hand , the droopy handlebar mustache commented upon and examined until some consensus was reached as to whether the portrait was really of Sid , and if so , then pinned above the National Defense ribbon on the breast pocket of his uniform ? "" Could n't be his head he"
Y	2	I	Y	0	N	hand	FOLLOW the waste basket as it goes to hand hand .
Y	2		Y	0	N	hand	"The database has told me that you would inherit his estate in the Hrungn Valley . "" For an instant the memory and the yearning stabbed Ghrul-Captain , lands broad beneath the Mooncatcher Mountains , castle raised in olden days when kzin fought kzin to hand hand , graves of his forebears , a wilderness to rove in freedom ."
Y	2		Y	0	N	hand	Tartars had to take on Baron d'Roye one at a time , and to hand hand .
Y	2		Y	0	N	hand	We all waited for the attack and prepared to defend our city block by block , building by building , to hand hand .
Y	2		Y	0	N	hand	INMAN ( as if he might break ) I could be at killing for days sometimes , in the to hand hand , my feet against the feet of my enemy and I always killed him and he never killed me.
Y	2		Y	0	N	hand	And all the little mothers were marveling at my children , fondling them and passing them to hand hand , further and further out of the reach of their father .
Y	2	J	Y	0	N	hand	Vrask and her people showed off their own skills , to hand hand stuff , target work with those compound crossbows they train with .
Y	2		Y	0	N	hand	So they had marched into the Wilderness , and there Lee struck them , and for three days they groped in a blind thicket , fighting to hand hand , amid suffocating smoke .
Y	2		Y	0	N	hand	"And now she is being brought to everyone . "" Looking around the great hall , Cara saw bowls being passed to hand hand . """
Y	2		Y	0	N	hand	One of them carried another field generator them to pass through the shield and engage Wolverton and Nozaki to hand hand .
Y	2		Y	0	N	hand	"He chalked up , bent down to take a couple of shots , and after missing the last one leaned back against the edge of the pool table , tossed his cue stick to hand hand , and looked up at the grotty ceiling . """
Y	2		Y	0	N	hand	The last one , the Caboose , always being carted around on hips , on shoulders , passed to hand hand , constantly howling , screaming and crying , afraid of being left behind somewhere .
Y	2		Y	0	N	hand	"I 'll fight you straight on , to hand hand . "" # "" Good boy ! "" # "" You started out by making the Big Bang bigger ."
Y	2		Y	0	N	hand	One on one , to hand hand ?
Y	2		Y	0	N	hand	It was to hand hand , with flying feet included . #
Y	2		Y	0	N	hand	fate of Achilles 's son , Neoptolemus ) and transcribed various versions of one sentence : # # # we had sacked the lofty city of Priam , having his share and excellent reward , he embarked unhurt on a ship , neither stricken with the sharp brass , nor wounded in fighting to hand hand , as oftentimes happens in war ; for Mars confusedly raves.
